Outcome,Parameter,Median,CI,CI_low,CI_high,pd,Rhat,ESS,prior_sensitivity,likelihood_sensitivity,powerscale_diagnosis
tmt_b,b_eventfollowup_4:osa1,0.125725795464214,0.95,-0.667303526491027,0.889680790371803,0.61775,1.00142825202259,2167.26972294665,0.0310220095952616,0.271113293568565,-
tmt_b,b_pd1:osa1,0.0919281815675537,0.95,-0.662180066018114,0.905283482559739,0.59275,1.00326369761156,1292.28122986809,0.0548719487429946,0.113313751729769,prior-data conflict
tmt_b,b_eventfollowup_4:pd1:osa1,0.288553095303509,0.95,-0.626341624768046,1.22240661962135,0.7295,1.00141188495195,2069.67089897499,0.0333637930852916,0.462319864856173,-
stroop_barvy,b_Intercept,0.247382745759304,0.95,-0.155108572617441,0.644073675542551,0.88375,1.00316529030994,1561.23910753542,0.0333937430929437,0.149272861974806,-
stroop_barvy,b_eventfollowup_4,-0.243614719142042,0.95,-0.689682063180434,0.247079853924565,0.838,0.9997564967005,2651.13128437938,0.0168078250183418,0.231238260369196,-
stroop_barvy,b_pd1,-0.269595967002696,0.95,-0.827018844218944,0.293935281135944,0.825,1.00388608372144,1610.21279390586,0.0371683247126263,0.174618315470609,-
stroop_barvy,b_osa1,-0.251910205721941,0.95,-0.796763021710443,0.334627507494141,0.8035,1.00232927226611,1571.63104032333,0.0474583852904626,0.0760846367283152,-
stroop_barvy,b_eventfollowup_4:pd1,-0.0875858271866292,0.95,-0.693227028437058,0.49128093717919,0.6135,1.00023109094061,2629.10211695697,0.0164171973431497,0.226587733192455,-
stroop_barvy,b_eventfollowup_4:osa1,0.104077894523761,0.95,-0.598069553238705,0.872715287147945,0.6115,1.0002064980507,2621.95678307433,0.0310220095952616,0.271113293568565,-
stroop_barvy,b_pd1:osa1,-0.0760636417976985,0.95,-0.855731188729771,0.701874692728144,0.568,1.00161698945259,1450.86166031704,0.0548719487429946,0.113313751729769,prior-data conflict
stroop_barvy,b_eventfollowup_4:pd1:osa1,0.388541612574472,0.95,-0.497739898125592,1.25315667192001,0.806,1.00054337592282,2828.85194873423,0.0333637930852916,0.462319864856173,-
gpt_phk,b_Intercept,0.386696122987235,0.95,0.00471749987872835,0.77538642826549,0.97675,1.00128376712765,2283.159362979,0.0333937430929437,0.149272861974806,-
gpt_phk,b_eventfollowup_4,0.265793929544614,0.95,-0.301877133734634,0.806380803847513,0.83025,1.00235935924257,2224.16276055884,0.0168078250183418,0.231238260369196,-
gpt_phk,b_pd1,-0.735584374675054,0.95,-1.23236932922726,-0.20921223497924,0.99675,1.00087887151803,2151.92608561377,0.0371683247126263,0.174618315470609,-
gpt_phk,b_osa1,0.13667900410177,0.95,-0.385962746755496,0.65883720844151,0.69475,1.00092131217256,2001.81551308169,0.0474583852904626,0.0760846367283152,-
gpt_phk,b_eventfollowup_4:pd1,-0.525182421097777,0.95,-1.21717123000922,0.161803111847899,0.9355,1.00397658010751,1985.13551164403,0.0164171973431497,0.226587733192455,-
gpt_phk,b_eventfollowup_4:osa1,0.259711890833583,0.95,-0.587244425463967,1.05532123181312,0.734,1.00053339714357,2280.5579600566,0.0310220095952616,0.271113293568565,-
gpt_phk,b_pd1:osa1,-0.32662535324978,0.95,-1.04067224084234,0.40789553910018,0.82,0.99982667752504,1979.37220332233,0.0548719487429946,0.113313751729769,prior-data conflict
gpt_phk,b_eventfollowup_4:pd1:osa1,0.28857944294361,0.95,-0.699323600788129,1.35687869625231,0.72075,1.00107416403375,2059.93268712314,0.0333637930852916,0.462319864856173,-
gpt_lhk,b_Intercept,0.424765541339504,0.95,0.0436930895685652,0.779591689963511,0.985,1.00134186779682,1592.29590655342,0.0333937430929437,0.149272861974806,-
gpt_lhk,b_eventfollowup_4,-0.188159329958656,0.95,-0.591787428884162,0.250307552790689,0.80575,1.00036714213301,2472.35656182982,0.0168078250183418,0.231238260369196,-
gpt_lhk,b_pd1,-0.777981607799525,0.95,-1.25634422846604,-0.272066040994171,0.99725,1.00017898112941,1364.49559218055,0.0371683247126263,0.174618315470609,-
gpt_lhk,b_osa1,0.0774092354005517,0.95,-0.43366363308578,0.597703063228741,0.62075,1.00162460932206,1637.03712511191,0.0474583852904626,0.0760846367283152,-
gpt_lhk,b_eventfollowup_4:pd1,-0.401052086197441,0.95,-0.9399169220343,0.136144031032183,0.93175,0.999806509422052,2316.2593707193,0.0164171973431497,0.226587733192455,-
gpt_lhk,b_eventfollowup_4:osa1,0.380032594130807,0.95,-0.303836386719634,1.07447157294525,0.8625,1.00070571908777,2332.15229037451,0.0310220095952616,0.271113293568565,-
gpt_lhk,b_pd1:osa1,-0.270772950065804,0.95,-0.978809593474849,0.410191160604047,0.78325,1.00019746523792,1423.38860160414,0.0548719487429946,0.113313751729769,prior-data conflict
gpt_lhk,b_eventfollowup_4:pd1:osa1,0.234177136251416,0.95,-0.625982509857486,1.09258883987147,0.71475,1.00024281025417,2239.00052381115,0.0333637930852916,0.462319864856173,-
